time
1432998
1026238
978943
1019289
1012143
989589
1000600
955282
993129
992652
953093
991896
952556
992116
991120
952505
991310
950913
989911
950770
990512
989950
951539
996612
956314
1228219
1024962
979483
1013501
971652
1004744
998404
962696
1002292
962544
1000030
998266
957675
993556
954659
988547
987947
950231
988646
949456
988135
950006
985467
987611
948029
987922
948396
986731
988783
948178
988023
947966
985988
947112
987877
987448
946999
992098
946899
987113
986553
948456
987031
948249
986262
948310
991930
986881
947144
987444
947796
989009
986803
947958
986261
948224
988446
947801
986943
986380
948795
988035
947760
988421
986968
949297
986798
948478
987497
947943
986407
993366
954761
993543
954049
