time
14849848
14665228
15123700
15288216
14099785
13872192
13934456
13185612
13789024
13772115
13977690
14347656
15321712
14598026
14242766
15065277
14510890
13828289
14494958
14263729
15124963
14001425
15015398
15234071
15032695
14894877
14102601
14288020
15376278
14068659
15188326
14291893
14285011
14792532
14823045
14408916
14042663
14867007
15149705
13242556
13527436
13461316
13506287
13457785
13062459
13459120
13433040
13422788
13551386
13052796
13429132
13450416
13441411
13417204
13107292
13468655
13413960
13410984
13405973
13024440
13466317
13414424
13413671
13432269
13057743
13417192
13503914
13440957
13441512
13035093
13426173
13429321
13480840
13403204
13152712
13468010
13424871
13461326
13483385
13050422
13439169
13409323
13411349
13470211
13013366
13406665
13430272
13409693
13393020
13105865
13410980
13411781
13443134
13524781
13016630
13455469
13383410
13404889
13414748
13013089
